ID,Title,Product/Workload,Status,Release phase,Targeted dates,Cloud instance,Short description,Official Roadmap link
MC1107490,Reminder: Updates to required permissions for Microsoft Graph Beta API deviceManagement,Microsoft Intune,,,2025-07-01T23:21:11Z,Worldwide (Standard Multi-Tenant),planForChange; Admin impact,https://learn.microsoft.com/graph/api/intune-devices-deviceshellscript-list?view=graph-rest-beta
MC1107491,Microsoft Teams: Compact notification size for users,Microsoft Teams,,,2025-07-01T23:22:31Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=496175
MC1107493,Retirement of Loop Component Rendering in Word for the Web,Microsoft 365 for the web,,,2025-07-01T23:22:59Z,Worldwide (Standard Multi-Tenant),"planForChange; User impact, Retirement",
MC1107494,"Microsoft Excel: Organization Data Types retire starting July 31, 2025","Microsoft 365 for the web, Microsoft 365 apps",,,2025-07-01T23:23:26Z,Worldwide (Standard Multi-Tenant),"planForChange; User impact, Admin impact, Retirement",https://learn.microsoft.com/office/dev/add-ins/excel/excel-data-types-overview
MC1108127,Viva Engage will soon support 14 more languages,Microsoft Viva,,,2025-07-02T22:31:25Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact",
MC1108128,Update to Question Posting in Viva Engage Answers Tab,Microsoft Viva,,,2025-07-02T22:34:43Z,Worldwide (Standard Multi-Tenant),"planForChange; Feature update, User impact",
MC1108131,Microsoft Edge: Microsoft 365 Copilot Chat entry point in Microsoft Edge for Business,Microsoft 365 suite,,,2025-07-02T22:38:05Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, New feature, User impact, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?rtc=1%26filters%3D&amp;searchterms=491473
MC1108827,Microsoft Viva Engage: Introducing segmentation for personalized experiences (preview),Microsoft Viva,,,2025-07-03T23:28:33Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact, Admin impact",
MC1108834,Microsoft Entra / Update to default sign-in background for Work or School accounts,Microsoft Entra,,,2025-07-03T23:32:55Z,Worldwide (Standard Multi-Tenant),"stayInformed; Feature update, User impact",https://learn.microsoft.com/entra/fundamentals/how-to-customize-branding
MC1108835,Product transitions to the cloud.microsoft domain – June 2025,Microsoft 365 for the web,,,2025-07-03T23:33:19Z,Worldwide (Standard Multi-Tenant),"stayInformed; Feature update, Admin impact",https://techcommunity.microsoft.com/t5/microsoft-365-blog/introducing-cloud-microsoft-a-unified-domain-for-microsoft-365/ba-p/3804961
MC1108837,Microsoft Viva / Viva Engage: Streamlined verified answers for community experts,Microsoft Viva,,,2025-07-03T23:34:14Z,Worldwide (Standard Multi-Tenant),"stayInformed; Feature update, User impact",https://techcommunity.microsoft.com/blog/viva_engage_blog/introducing-verified-answers-in-viva-engage/4386315
MC1108842,Reminder: Action Required: Update OneNote to Ensure Seamless and Secure Sync,Microsoft 365 apps,,,2025-07-03T23:36:57Z,Worldwide (Standard Multi-Tenant),"planForChange; User impact, Admin impact",https://support.microsoft.com/office/fix-issues-when-you-can-t-sync-onenote-299495ef-66d1-448f-90c1-b785a6968d45
MC1108843,(Updated) Microsoft Defender for Office 365: Ability to Disagree with admin submissions analysis,Microsoft Defender XDR,,,2025-07-03T23:37:21Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?rtc=1%26filters%3D&amp;searchterms=488096
MC1108845,Adaptive Scopes in Microsoft Purview – Support for Multivalued Attributes in “Not Equals” Queries,Microsoft Purview,,,2025-07-03T23:38:30Z,Worldwide (Standard Multi-Tenant),"planForChange; New feature, Admin impact",https://learn.microsoft.com/purview/purview-adaptive-scopes
MC1108847,Microsoft Places: Built in Admin roles support,Microsoft 365 apps,,,2025-07-03T23:38:53Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?rtc=1%26filters%3D&amp;searchterms=488103
MC1108848,Changing output format for some database properties in Exchange Online cmdlets,Exchange Online,,,2025-07-03T23:39:14Z,Worldwide (Standard Multi-Tenant),"stayInformed; Feature update, Admin impact",
MC1108849,(Updated) 3rd party citation add-in in Word reference tab,"Microsoft 365 for the web, Microsoft 365 apps",,,2025-07-03T23:39:42Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, User impact",
MC1111178,PowerPoint: Deprecation of Reuse Slides Button in Ribbon,Microsoft 365 apps,,,2025-07-07T23:59:21Z,Worldwide (Standard Multi-Tenant),"planForChange; User impact, Retirement",
MC1111656,The July 2025 Windows security update is now available,Windows,,,2025-07-08T17:02:38.38Z,Worldwide (Standard Multi-Tenant),stayInformed; Admin impact,https://support.microsoft.com/help/5062553
MC1111657,Second phase for KB5057784: Protections for CVE-2025-26647 (Kerberos Authentication) begins today,Windows,,,2025-07-08T17:02:38.38Z,Worldwide (Standard Multi-Tenant),stayInformed; Admin impact,https://msrc.microsoft.com/update-guide/vulnerability/CVE-2025-26647
MC1111779,(Updated) Self-nomination as a community expert in Viva Engage communities,Microsoft Viva,,,2025-07-08T23:29:08Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, User impact",
MC1111780,Improved backup and restore experience for Microsoft Authenticator on iOS,Microsoft Entra,,,2025-07-08T23:29:36Z,Worldwide (Standard Multi-Tenant),"planForChange; New feature, User impact",https://support.microsoft.com/account-billing/back-up-account-credentials-in-microsoft-authenticator-bb939936-7a8d-4e88-bc43-49bc1a700a40
MC1112449,(Updated) Missed Activity Emails for Teams Will Now Come from a Unified Domain,Microsoft Teams,,,2025-07-10T00:15:05Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, Feature update, User impact",Missed activity emails for Microsoft Teams will now come from ‘no-reply@teams.mail.microsoft’ instead of ‘noreply@*email.teams.microsoft.com’. This change aims for a consistent and secure email experience and will roll out in July 2025. No action is required from users or admins.
MC1112450,Microsoft 365 Copilot / Viva Engage discussion posts added to grounding sources,Microsoft Viva,,,2025-07-10T00:15:30Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=408167
MC1112452,Microsoft Outlook / Outlook Mobile: New unverified sender banner in reading pane,Microsoft 365 apps,,,2025-07-10T00:16:53Z,Worldwide (Standard Multi-Tenant),"stayInformed; Feature update, User impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=491471
MC1112454,Pin AppBar from Hamburger context menu,Microsoft Teams,,,2025-07-10T00:17:21Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact",
MC1112455,(Updated) Outlook: Report junk + block or unsubscribe in one same action,Microsoft 365 apps,,,2025-07-10T00:18:35Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, User impact",https://www.microsoft.com/microsoft-365/roadmap?rtc=1%26filters%3D&amp;searchterms=495469
MC1112956,"Windows Office Hours: July 17, 2025",Windows,,,2025-07-10T17:06:59.553Z,Worldwide (Standard Multi-Tenant),stayInformed; Admin impact,https://techcommunity.microsoft.com/t5/s/gxcuf89792/attachments/gxcuf89792/WindowsEvents/6054/2/Windows-Office-Hours-July-17-2025.ics
MC1113050,(Updated) Security hardening for Microsoft RPC Netlogon protocol,Windows,,,2025-08-14T04:22:21.807Z,Worldwide (Standard Multi-Tenant),planForChange; Admin impact,https://learn.microsoft.com/openspecs/windows_protocols/ms-nrpc/ff8f970f-3e37-40f7-bd4b-af7336e4792f
MC1113112,(Updated) Microsoft Exchange Online / Releasing Multi-Geo In-Region Routing,Exchange Online,,,2025-07-10T23:34:01Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, User impact, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=410245
MC1113571,Your Windows release information toolbox,Windows,,,2025-07-11T17:00:06.11Z,Worldwide (Standard Multi-Tenant),stayInformed; Admin impact,https://techcommunity.microsoft.com/blog/windows-itpro-blog/your-windows-release-information-toolbox/4430980
MC1113668,(Updated) Microsoft Teams Premium: SMS support expands to Australia,Microsoft Teams,,,2025-07-11T22:13:37Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, Feature update, User impact",https://support.microsoft.com/office/use-sms-text-messages-to-remind-customers-of-their-appointments-adda1e2a-03b8-4db2-864d-0a5a3f3a874a
MC1115160,"90-Day Reminder: Windows 10, version 22H2 end of servicing and Windows 10 2015 LTSB end of support",Windows,,,2025-07-14T17:09:14.973Z,Worldwide (Standard Multi-Tenant),planForChange; Admin impact,https://learn.microsoft.com/lifecycle/products/windows-10-home-and-pro
MC1115304,(Updated) Introduction of secure workflow to bypass retention/legal holds on OneDrive and SharePoint,Microsoft Purview,,,2025-07-14T23:54:59Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, New feature, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?rtc=1%26filters%3D&amp;searchterms=496151
MC1115305,Enhanced eDiscovery Premium APIs,Microsoft Purview,,,2025-07-14T23:55:46Z,Worldwide (Standard Multi-Tenant),"stayInformed; Feature update, Admin impact",https://learn.microsoft.com/graph/api/security-ediscoverysearch-estimatestatistics?view=graph-rest-beta&amp;tabs=http
MC1115311,Take actions with Viva Pulse after Viva Glint engagement surveys is now GA!,Microsoft Viva,,,2025-07-14T23:58:00Z,Worldwide (Standard Multi-Tenant),"stayInformed; Feature update, User impact","Viva Pulse now integrates with Viva Glint, allowing managers to take targeted actions after Glint engagement surveys. This feature is available to Viva Glint customers with eligible licenses and must be enabled by a Glint admin. It helps maintain engagement momentum by recommending Pulse questions based on Glint survey results. Learn more [here](https://learn.microsoft.com/en-us/viva/pulse/viva-integrations/take-actions-after-glint-survey)."
MC1115312,(Updated) Microsoft Teams / Enhance your Teams experience with new accent colors,Microsoft Teams,,,2025-07-14T23:58:25Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, User impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=497139
MC1115741,Hotpatching now available for 64-bit Arm architecture,Windows,,,2025-07-15T17:01:16.23Z,Worldwide (Standard Multi-Tenant),stayInformed; Admin impact,https://techcommunity.microsoft.com/blog/windows-itpro-blog/hotpatching-now-available-for-64-bit-arm-architecture/4430949
MC1115976,Hotpatching is now available for 64-bit Arm architecture,"Microsoft Intune, Windows Autopatch",,,2025-07-15T22:49:23Z,Worldwide (Standard Multi-Tenant),stayInformed; Feature update,https://techcommunity.microsoft.com/blog/windows-itpro-blog/hotpatching-now-available-for-64-bit-arm-architecture/4430949
MC1115979,Microsoft Teams: Meeting Join Bar,Microsoft Teams,,,2025-07-15T22:50:56Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact, Admin impact",
MC1115981,(Updated) New Tenant-level Service Plan in Viva Suite SKU,Microsoft Viva,,,2025-07-15T22:52:12Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, New feature, Admin impact",
MC1115982,New Copilot setting for pinning the Microsoft 365 Copilot app to the Windows Taskbar,"Microsoft 365 suite, Microsoft Intune",,,2025-07-15T22:52:54Z,Worldwide (Standard Multi-Tenant),"planForChange; New feature, User impact, Admin impact",https://go.microsoft.com/fwlink/?linkid=2326492
MC1115983,(Updated) Microsoft Viva / New Microsoft Graph APIs for Viva Engage role management,Microsoft Viva,,,2025-07-15T22:53:20Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, User impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=497131
MC1116400,Inbox Microsoft Store apps update in Windows media,Windows,,,2025-07-16T17:01:21.49Z,Worldwide (Standard Multi-Tenant),stayInformed; Admin impact,https://go.microsoft.com/fwlink/?linkid=2156295
MC1116511,(Updated) Microsoft 365 Copilot / Chat now supports new file types in search grounding,Microsoft 365 suite,,,2025-07-16T22:51:32Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, User impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=492268
MC1116984,"Dynamics 365, Power Platform, and Role-based Copilot offerings 2025 release wave 2 plans available now!",Dynamics 365 Apps,,,2025-07-17T14:36:08Z,Worldwide (Standard Multi-Tenant),stayInformed,https://powerusers.microsoft.com/
MC1117098,Announcing Public Preview of Project Manager agent in Shared Premium Plans,Planner,,,2025-07-17T22:48:58Z,Worldwide (Standard Multi-Tenant),"planForChange; New feature, User impact, Admin impact",
MC1117101,Standard and Priority access to Copilot capabilities,Microsoft 365 suite,,,2025-07-17T22:51:23Z,Worldwide (Standard Multi-Tenant),"stayInformed; Feature update, User impact, Admin impact",
MC1117105,Microsoft OneDrive for Business / Updated order of Shortcut and Sync commands,Microsoft OneDrive,,,2025-07-17T22:55:22Z,Worldwide (Standard Multi-Tenant),"stayInformed; Feature update, User impact",
MC1117115,Updates to custom scripting in sites and Classic Publishing site creation,SharePoint Online,,,2025-07-18T00:06:36Z,Worldwide (Standard Multi-Tenant),"planForChange; Feature update, Admin impact",https://learn.microsoft.com/sharepoint/security-considerations-of-allowing-custom-script
MC1117814,(Updated) Microsoft Viva Engage / Email sender domain migration from @yammer.com to @engage.mail.microsoft,Microsoft Viva,,,2025-07-18T23:38:18Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, Feature update, User impact, Admin impact",https://techcommunity.microsoft.com/blog/viva_engage_blog/yammer-is-evolving-to-viva-engage/3738825
MC1117815,(Updated) Microsoft Teams / Know Your Customer (KYC) onboarding required for new phone number requests,Microsoft Teams,,,2025-07-18T23:39:28Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, Feature update, User impact, Admin impact",https://learn.microsoft.com/MicrosoftTeams/teams-phone-know-your-customer
MC1117816,Microsoft Entra / Streamlined Same-Device Number Matching and First Run Experience (FRX) in Microsoft Authenticator,Microsoft Entra,,,2025-07-18T23:39:55Z,Worldwide (Standard Multi-Tenant),"stayInformed; Feature update, User impact",
MC1119404,(Updated) Microsoft Teams / New in Admin Center: Self-Serve Fixes for Porting Rejections,Microsoft Teams,,,2025-07-21T23:29:59Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, Feature update, User impact",https://learn.microsoft.com/MicrosoftTeams/phone-number-calling-plans/transfer-phone-numbers-to-teams?tabs=new-porting-wizard
MC1119406,New Outlook for Windows and Web: Outlook Newsletters – General Availability begins for Targeted Release,Exchange Online,,,2025-07-21T23:31:20Z,Worldwide (Standard Multi-Tenant),"planForChange; New feature, User impact",https://www.microsoft.com/microsoft-365/roadmap?rtc=1%26filters%3D&amp;searchterms=328282
MC1119942,(Updated) The July 2025 Windows non-security preview update is now available,Windows,,,2025-07-24T17:01:53.267Z,Worldwide (Standard Multi-Tenant),stayInformed; Admin impact,https://support.microsoft.com/help/5062660
MC1119946,"New recovery options in Windows 11, version 24H2 boost resilience",Windows,,,2025-07-22T17:21:19.267Z,Worldwide (Standard Multi-Tenant),stayInformed; Admin impact,https://support.microsoft.com/help/5062660
MC1120158,Microsoft Viva: New support for branded themes and typography in Viva Amplify,Microsoft Viva,,,2025-07-22T22:28:58Z,Worldwide (Standard Multi-Tenant),"planForChange; New feature, User impact, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=498322
MC1120269,Microsoft 365 Copilot / PowerPoint now supports enterprise image libraries via SharePoint OAL or Templafy,Microsoft 365 apps,,,2025-07-23T03:40:55Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=496365
MC1120270,(Updated) Teams Discover feed Service migration,Microsoft Teams,,,2025-07-23T03:44:06Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, User impact, Admin impact",https://learn.microsoft.com/microsoftteams/teams-client-update
MC1120868,Outlook for iOS and Android / Browse conversation files,Exchange Online,,,2025-07-24T00:27:33Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact, Admin impact",
MC1120871,(Updated) Important Update: Teams Meeting Join URL Validation,Microsoft Teams,,,2025-07-24T00:28:12Z,Worldwide (Standard Multi-Tenant),"planForChange; Feature update, User impact, Admin impact",
MC1121252,Live Q&A for Windows IT admins - July 28,Windows,,,2025-07-24T17:01:53.267Z,Worldwide (Standard Multi-Tenant),stayInformed; Admin impact,
MC1121509,Updates to SharePoint video sharing,SharePoint Online,,,2025-07-25T00:39:27Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, Feature update, User impact",https://support.microsoft.com/office/using-videos-on-sharepoint-pages-5a0eb37c-81a8-45b7-875e-ff0515dd2e5f
MC1121517,(Updated) Introducing the New Workflows Experience in Microsoft Teams,Microsoft Teams,,,2025-07-25T00:44:11Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, User impact",https://www.microsoft.com/en-us/microsoft-365/roadmap?filters=&amp;searchterms=491632
MC1121988,"Reminder: Windows 11, version 22H2 Enterprise and Education editions will reach end of servicing on October 14, 2025",Windows,,,2025-07-25T21:24:21.787Z,Worldwide (Standard Multi-Tenant),stayInformed; Admin impact,https://learn.microsoft.com/lifecycle/products/windows-11-enterprise-and-education
MC1122140,Microsoft Intune In Development for August 2025 is now available,Microsoft Intune,,,2025-07-25T22:18:03Z,Worldwide (Standard Multi-Tenant),"stayInformed; Feature update, User impact, Admin impact",
MC1122144,(Updated) Microsoft Graph Metered API Update,Microsoft 365 suite,,,2025-07-25T22:20:14Z,Worldwide (Standard Multi-Tenant),"planForChange; Updated message, Feature update, Admin impact",https://learn.microsoft.com/en-us/graph/metered-api-overview
MC1122153,New Tools feature coming to the Microsoft Copilot Chat prompt box,Microsoft 365 suite,,,2025-07-25T22:32:28Z,Worldwide (Standard Multi-Tenant),"planForChange; New feature, User impact",
MC1122155,Project Manager Agent – SP site grounding,Planner,,,2025-07-25T22:33:39Z,Worldwide (Standard Multi-Tenant),"planForChange; New feature, User impact, Admin impact",https://learn.microsoft.com/Planner/turn-off-project-manager-agent
MC1122160,"Microsoft 365 Copilot Chat: Set budget limits for ""Pay-as-you-go billing"" in Microsoft 365 admin center",Microsoft 365 suite,,,2025-07-25T22:36:04Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?rtc=1%26filters%3D&amp;searchterms=497417
MC1122161,Microsoft Teams: New filters and sorting for attendance reports,Microsoft Teams,,,2025-07-25T22:36:26Z,Worldwide (Standard Multi-Tenant),"stayInformed; Feature update, User impact",
MC1122162,Support for different modes for desks,Microsoft 365 apps,,,2025-07-25T22:37:16Z,Worldwide (Standard Multi-Tenant),"planForChange; New feature, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?rtc=1%26filters%3D&amp;searchterms=488805
MC1122163,Microsoft Places Management web portal,Microsoft 365 apps,,,2025-07-25T22:37:40Z,Worldwide (Standard Multi-Tenant),"planForChange; New feature, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?rtc=1%26filters%3D&amp;searchterms=487860
MC1122435,An updated version of the July 2025 Scan Cab is available,Windows,,,2025-07-26T14:54:20.757Z,Worldwide (Standard Multi-Tenant),stayInformed; Admin impact,https://support.microsoft.com/topic/5002760
MC1123552,Immersive events in Microsoft Teams is available in public preview,Microsoft Teams,,,2025-07-28T16:36:37Z,Worldwide (Standard Multi-Tenant),"stayInformed; User impact, Admin impact",https://learn.microsoft.com/microsoftteams/public-preview-doc-updates
MC1123571,Dynamics 365 Marketing – The public IP addresses of Dynamics 365 Marketing service are updating,Dynamics 365 Apps,,,2025-07-28T18:04:25Z,Worldwide (Standard Multi-Tenant),planForChange; Admin impact,
MC1123830,Microsoft Entra: Action Required – Update Conditional Access Policies for Azure DevOps Sign-ins,Microsoft Entra,,,2025-07-28T23:49:43Z,Worldwide (Standard Multi-Tenant),"planForChange; Feature update, User impact, Admin impact",https://devblogs.microsoft.com/devops/removing-azure-resource-manager-reliance-on-azure-devops-sign-ins/
MC1124433,Dynamics 365 Customer Service – Set Timer to Wrap Up Cases in Seconds,Dynamics 365 Apps,,,2025-07-29T20:10:49Z,Worldwide (Standard Multi-Tenant),stayInformed; New feature,
MC1124464,Dynamics 365 Contact Center - Use Azure Communication Service-based SMS Mobile Numbers,Dynamics 365 Apps,,,2025-07-29T21:53:53Z,Worldwide (Standard Multi-Tenant),stayInformed; New feature,
MC1124558,Microsoft Entra: Cross-cloud synchronization now available,Microsoft Entra,,,2025-07-29T23:58:36Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact, Admin impact",https://learn.microsoft.com/entra/identity/multi-tenant-organizations/cross-tenant-synchronization-configure?pivots=cross-cloud-synchronization
MC1124559,Microsoft Defender for Identity: Expiration required for Recommended test mode,Microsoft Defender XDR,,,2025-07-29T23:59:35Z,Worldwide (Standard Multi-Tenant),"stayInformed; Feature update, User impact, Admin impact",https://learn.microsoft.com/defender-for-identity/advanced-settings
MC1124563,Microsoft 365: New map-based desk booking experience in Microsoft Places,Microsoft 365 suite,,,2025-07-30T00:01:10Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact, Admin impact",https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=488802
MC1124564,(Updated) Microsoft Outlook: Copilot chat now available to summarize emails for more users,Exchange Online,,,2025-07-30T00:01:40Z,Worldwide (Standard Multi-Tenant),"stayInformed; Updated message, New feature, User impact, Admin impact",https://learn.microsoft.com/copilot/microsoft-365/pin-copilot-chat-navbar
MC1124568,Microsoft Teams: Edit and manage Teams Town Hall instances in Microsoft Outlook,Microsoft Teams,,,2025-07-30T00:09:14Z,Worldwide (Standard Multi-Tenant),"stayInformed; Feature update, User impact",https://www.microsoft.com/en-us/microsoft-365/roadmap?filters=&amp;searchterms=496986
MC1125489,Outlook / Save an Event as a Draft,"Exchange Online, Microsoft 365 apps",,,2025-07-30T23:47:37Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact",https://support.microsoft.com/outlook
MC1125491,Microsoft Outlook for Windows: Add attachments while offline,"Exchange Online, Microsoft 365 apps",,,2025-07-30T23:48:11Z,Worldwide (Standard Multi-Tenant),stayInformed; New feature,https://www.microsoft.com/en-us/microsoft-365/roadmap?filters=&amp;searchterms=496371
MC1125497,External workbook links to blocked file types will be disabled by default,Microsoft 365 apps,,,2025-07-30T23:50:24Z,Worldwide (Standard Multi-Tenant),"planForChange; New feature, User impact, Admin impact",https://learn.microsoft.com/en-us/deployoffice/security/internet-macros-blocked
MC1126054,Upgrade to Windows 11 with Windows Autopatch groups,Windows,,,2025-07-31T17:00:33.707Z,Worldwide (Standard Multi-Tenant),stayInformed; Admin impact,https://techcommunity.microsoft.com/blog/windows-itpro-blog/upgrade-to-windows-11-with-windows-autopatch-groups/4434497
MC1126219,Windows 11 cloud-native migration with Microsoft Intune,Windows,,,2025-07-31T21:01:02.86Z,Worldwide (Standard Multi-Tenant),stayInformed; Admin impact,https://techcommunity.microsoft.com/blog/windows-itpro-blog/windows-11-cloud-native-migration-with-microsoft-intune/4434495
MC1126220,Get started with July 2025 improvements in Windows 11,Windows,,,2025-07-31T21:01:02.86Z,Worldwide (Standard Multi-Tenant),stayInformed; Admin impact,https://techcommunity.microsoft.com/t5/windows-it-pro-blog/bg-p/Windows-ITPro-blog
MC1126343,Dynamics 365 Contact Center - Set timer to wrap-up conversations in seconds,Dynamics 365 Apps,,,2025-07-31T23:00:24Z,Worldwide (Standard Multi-Tenant),stayInformed; New feature,
MC1126353,Retirement of Search-MailboxAuditLog and New-MailboxAuditLogSearch Cmdlets by End of 2025,Exchange Online,,,2025-07-31T23:19:56Z,Worldwide (Standard Multi-Tenant),"planForChange; User impact, Retirement",https://techcommunity.microsoft.com/blog/microsoft-security-blog/microsoft-exchange-online-search-mailboxauditlog-and-new-mailboxauditlogsearch-w/4366310
MC1126999,Dynamics 365 Customer Insights - Journeys - Create event portals with event registration details using Power Pages,Dynamics 365 Apps,,,2025-08-01T17:26:18Z,Worldwide (Standard Multi-Tenant),stayInformed; New feature,
MC1127211,Plan for Change: Removal of Microsoft Graph Beta API sendDeviceOwnershipChangePushNotification property,Microsoft Intune,,,2025-08-01T23:05:47Z,Worldwide (Standard Multi-Tenant),planForChange; Admin impact,https://learn.microsoft.com/graph/api/resources/intune-wip-intunebrandingprofile?view=graph-rest-beta#properties
MC1127222,Please update Microsoft 365 Office apps to a version higher than 16.0.18827.20202,Microsoft 365 apps,,,2025-08-01T23:13:08Z,Worldwide (Standard Multi-Tenant),"planForChange; Feature update, User impact, Admin impact",https://support.microsoft.com/office/listen-to-your-word-documents-5a2de7f3-1ef4-4795-b24e-64fc2731b001
MC1127223,Viva Learning: data export reporting now available,Microsoft Viva,,,2025-08-01T23:16:22Z,Worldwide (Standard Multi-Tenant),planForChange; New feature,https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=468889
MC1127224,"SharePoint eSignature now globally available (excluding China, Indonesia, and Türkiye)",SharePoint Online,,,2025-08-01T23:16:58Z,Worldwide (Standard Multi-Tenant),planForChange; Admin impact,https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=497419
MC1127228,Introducing Express setup for auto attendants and call queues in Teams admin center,"Microsoft 365 suite, Microsoft Teams",,,2025-08-01T23:18:25Z,Worldwide (Standard Multi-Tenant),stayInformed; Feature update,https://learn.microsoft.com/microsoftteams/create-a-phone-system-auto-attendant?tabs=general-info
MC1127233,Feature retirement: deploy Shifts to your frontline teams at scale in Teams Admin Center,Microsoft Teams,,,2025-08-01T23:23:04Z,Worldwide (Standard Multi-Tenant),"planForChange; Admin impact, Retirement",https://learn.microsoft.com/microsoft-365/frontline/deploy-shifts-at-scale?view=o365-worldwide
MC1127830,Dynamics 365 Contact Center – Use intent to consult with a user,Dynamics 365 Apps,,,2025-08-02T21:39:00Z,Worldwide (Standard Multi-Tenant),stayInformed; New feature,
MC1127833,Power Automate - Configure and manage SLA with work queues,Microsoft Power Automate,,,2025-08-02T21:45:45Z,Worldwide (Standard Multi-Tenant),stayInformed; New feature,
MC1129127,Microsoft 365 Copilot Mobile App: Removal of Apps section,Microsoft 365 apps,,,2025-08-04T22:52:01Z,Worldwide (Standard Multi-Tenant),"stayInformed; Feature update, User impact, Retirement",
MC1129128,Microsoft 365 Copilot Mobile App: Bottom tabs removal and default land to Chat,Microsoft 365 apps,,,2025-08-04T22:52:31Z,Worldwide (Standard Multi-Tenant),"stayInformed; Feature update, User impact",https://learn.microsoft.com/copilot/microsoft-365/pin-copilot-chat-navbar
MC1129129,Outlook: Create and save email templates in the new Outlook for Windows,"Exchange Online, Microsoft 365 apps",,,2025-08-04T22:52:57Z,Worldwide (Standard Multi-Tenant),"stayInformed; New feature, User impact",https://www.microsoft.com/microsoft-365/roadmap?rtc=1%26filters%3D&amp;searchterms=485757
MC1129706,Simplifying Microsoft 365 Copilot app web experiences,Microsoft 365 suite,,,2025-08-05T22:44:05Z,Worldwide (Standard Multi-Tenant),"planForChange; Feature update, User impact, Admin impact",https://learn.microsoft.com/en-us/copilot/manage
MC1129712,Microsoft Teams: Regional Settings Separation,Microsoft Teams,,,2025-08-05T22:51:20Z,Worldwide (Standard Multi-Tenant),stayInformed; Feature update,https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=498895
MC1129713,Microsoft Clipchamp video hub start page update,Microsoft 365 suite,,,2025-08-05T22:51:51Z,Worldwide (Standard Multi-Tenant),planForChange; New feature,https://www.microsoft.com/microsoft-365/roadmap?filters=&amp;searchterms=498229
